First Type,Second Type,Third Type,Defensive Score,Offensive Score,Total Score
Ice,Flying,Dark,-1.0,10.0,9.0
Ice,Flying,Steel,16.0,10.0,26.0
Ice,Flying,Fairy,1.5,10.0,11.5
Ice,Psychic,Bug,-10.0,10.0,0.0
Ice,Psychic,Rock,-11.0,10.0,-1.0
Ice,Psychic,Ghost,-2.0,10.0,8.0
Ice,Psychic,Dragon,-6.0,10.0,4.0
Ice,Psychic,Dark,-9.0,10.0,1.0
Ice,Psychic,Steel,8.0,10.0,18.0
Ice,Psychic,Fairy,-3.0,10.0,7.0
Ice,Bug,Rock,-10.0,8.0,-2.0
Ice,Bug,Ghost,0.0,8.0,8.0
Ice,Bug,Dragon,-5.5,8.0,2.5
Ice,Bug,Dark,-6.0,8.0,2.0
Ice,Bug,Steel,17.0,8.0,25.0
Ice,Bug,Fairy,-3.0,8.0,5.0
Ice,Rock,Ghost,0.5,12.0,12.5
Ice,Rock,Dragon,-8.0,12.0,4.0
Ice,Rock,Dark,-1.0,12.0,11.0
Ice,Rock,Steel,11.5,12.0,23.5
Ice,Rock,Fairy,4.0,12.0,16.0
Ice,Ghost,Dragon,6.0,12.0,18.0
Ice,Ghost,Dark,8.0,12.0,20.0
Ice,Ghost,Steel,18.0,12.0,30.0
Ice,Ghost,Fairy,6.5,12.0,18.5
Ice,Dragon,Dark,-4.0,6.0,2.0
Ice,Dragon,Steel,12.5,6.0,18.5
Ice,Dragon,Fairy,3.0,6.0,9.0
Ice,Dark,Steel,16.5,12.0,28.5
Ice,Dark,Fairy,0.5,12.0,12.5
Ice,Steel,Fairy,16.0,8.0,24.0
Fighting,Poison,Ground,5.5,10.0,15.5
Fighting,Poison,Flying,7.75,10.0,17.75
Fighting,Poison,Psychic,3.5,10.0,13.5
Fighting,Poison,Bug,2.5,10.0,12.5
Fighting,Poison,Rock,1.0,10.0,11.0
Fighting,Poison,Ghost,8.25,10.0,18.25
Fighting,Poison,Dragon,6.0,10.0,16.0
Fighting,Poison,Dark,11.5,10.0,21.5
Fighting,Poison,Steel,17.75,10.0,27.75
Fighting,Poison,Fairy,7.75,10.0,17.75
Fighting,Ground,Flying,6.5,12.0,18.5
Fighting,Ground,Psychic,-0.5,12.0,11.5
Fighting,Ground,Bug,1.0,12.0,13.0
Fighting,Ground,Rock,-3.0,12.0,9.0
Fighting,Ground,Ghost,8.5,12.0,20.5
Fighting,Ground,Dragon,-0.5,12.0,11.5
Fighting,Ground,Dark,4.0,12.0,16.0
Fighting,Ground,Steel,15.25,12.0,27.25
Fighting,Ground,Fairy,6.5,12.0,18.5
Fighting,Flying,Psychic,1.5,16.0,17.5
Fighting,Flying,Bug,-0.5,16.0,15.5
Fighting,Flying,Rock,3.5,16.0,19.5
Fighting,Flying,Ghost,7.75,16.0,23.75
Fighting,Flying,Dragon,3.0,16.0,19.0
Fighting,Flying,Dark,6.5,16.0,22.5
Fighting,Flying,Steel,21.25,16.0,37.25
Fighting,Flying,Fairy,6.75,16.0,22.75
Fighting,Psychic,Bug,-3.5,12.0,8.5
Fighting,Psychic,Rock,-4.0,12.0,8.0
Fighting,Psychic,Ghost,3.0,12.0,15.0
Fighting,Psychic,Dragon,-1.0,12.0,11.0
Fighting,Psychic,Dark,-1.0,12.0,11.0
Fighting,Psychic,Steel,15.5,12.0,27.5
Fighting,Psychic,Fairy,3.5,12.0,15.5
Fighting,Bug,Rock,-2.0,6.0,4.0
Fighting,Bug,Ghost,4.5,6.0,10.5
Fighting,Bug,Dragon,-0.5,6.0,5.5
Fighting,Bug,Dark,1.5,6.0,7.5
Fighting,Bug,Steel,16.0,6.0,22.0
Fighting,Bug,Fairy,3.5,6.0,9.5
Fighting,Rock,Ghost,5.0,16.0,21.0
Fighting,Rock,Dragon,-1.5,16.0,14.5
Fighting,Rock,Dark,-0.5,16.0,15.5
Fighting,Rock,Steel,10.5,16.0,26.5
Fighting,Rock,Fairy,2.0,16.0,18.0
Fighting,Ghost,Dragon,8.5,14.0,22.5
Fighting,Ghost,Dark,13.0,14.0,27.0
Fighting,Ghost,Steel,21.25,14.0,35.25
Fighting,Ghost,Fairy,9.75,14.0,23.75
Fighting,Dragon,Dark,11.5,10.0,21.5
Fighting,Dragon,Steel,18.5,10.0,28.5
Fighting,Dragon,Fairy,8.0,10.0,18.0
Fighting,Dark,Steel,18.0,12.0,30.0
Fighting,Dark,Fairy,6.75,12.0,18.75
Fighting,Steel,Fairy,20.75,12.0,32.75
Poison,Ground,Flying,13.5,14.0,27.5
Poison,Ground,Psychic,5.0,14.0,19.0
Poison,Ground,Bug,7.0,14.0,21.0
Poison,Ground,Rock,1.75,14.0,15.75
Poison,Ground,Ghost,11.25,14.0,25.25
Poison,Ground,Dragon,6.5,14.0,20.5
Poison,Ground,Dark,11.5,14.0,25.5
Poison,Ground,Steel,19.5,14.0,33.5
Poison,Ground,Fairy,13.0,14.0,27.0
Poison,Flying,Psychic,7.25,4.0,11.25
Poison,Flying,Bug,4.0,4.0,8.0
Poison,Flying,Rock,11.0,4.0,15.0
Poison,Flying,Ghost,12.75,4.0,16.75
Poison,Flying,Dragon,9.75,4.0,13.75
Poison,Flying,Dark,15.5,4.0,19.5
Poison,Flying,Steel,25.0,4.0,29.0
Poison,Flying,Fairy,13.0,4.0,17.0
Poison,Psychic,Bug,1.25,6.0,7.25
Poison,Psychic,Rock,0.5,6.0,6.5
Poison,Psychic,Ghost,5.5,6.0,11.5
Poison,Psychic,Dragon,5.0,6.0,11.0
Poison,Psychic,Dark,6.0,6.0,12.0
Poison,Psychic,Steel,18.0,6.0,24.0
Poison,Psychic,Fairy,7.75,6.0,13.75
Poison,Bug,Rock,3.5,2.0,5.5
Poison,Bug,Ghost,8.5,2.0,10.5
Poison,Bug,Dragon,5.25,2.0,7.25
Poison,Bug,Dark,9.5,2.0,11.5
Poison,Bug,Steel,17.75,2.0,19.75
Poison,Bug,Fairy,8.75,2.0,10.75
Poison,Rock,Ghost,6.25,8.0,14.25
Poison,Rock,Dragon,4.0,8.0,12.0
Poison,Rock,Dark,6.5,8.0,14.5
Poison,Rock,Steel,22.0,8.0,30.0
Poison,Rock,Fairy,7.5,8.0,15.5
Poison,Ghost,Dragon,12.5,8.0,20.5
Poison,Ghost,Dark,17.5,8.0,25.5
Poison,Ghost,Steel,21.75,8.0,29.75
Poison,Ghost,Fairy,13.75,8.0,21.75
Poison,Dragon,Dark,11.5,4.0,15.5
Poison,Dragon,Steel,20.25,4.0,24.25
Poison,Dragon,Fairy,14.5,4.0,18.5
Poison,Dark,Steel,22.5,8.0,30.5
Poison,Dark,Fairy,15.5,8.0,23.5
Poison,Steel,Fairy,23.75,6.0,29.75
Ground,Flying,Psychic,4.5,16.0,20.5
Ground,Flying,Bug,4.5,16.0,20.5
Ground,Flying,Rock,5.5,16.0,21.5
Ground,Flying,Ghost,12.0,16.0,28.0
Ground,Flying,Dragon,14.0,16.0,30.0
Ground,Flying,Dark,9.0,16.0,25.0
Ground,Flying,Steel,25.5,16.0,41.5
Ground,Flying,Fairy,12.0,16.0,28.0
Ground,Psychic,Bug,-0.5,12.0,11.5
Ground,Psychic,Rock,-4.5,12.0,7.5
Ground,Psychic,Ghost,3.5,12.0,15.5
Ground,Psychic,Dragon,-1.0,12.0,11.0
Ground,Psychic,Dark,-1.0,12.0,11.0
Ground,Psychic,Steel,15.0,12.0,27.0
Ground,Psychic,Fairy,5.5,12.0,17.5
Ground,Bug,Rock,-1.5,14.0,12.5
Ground,Bug,Ghost,7.5,14.0,21.5
Ground,Bug,Dragon,1.0,14.0,15.0
Ground,Bug,Dark,4.0,14.0,18.0
Ground,Bug,Steel,17.0,14.0,31.0
Ground,Bug,Fairy,7.5,14.0,21.5
Ground,Rock,Ghost,3.75,16.0,19.75
Ground,Rock,Dragon,-2.0,16.0,14.0
Ground,Rock,Dark,-1.5,16.0,14.5
Ground,Rock,Steel,9.5,16.0,25.5
Ground,Rock,Fairy,3.0,16.0,19.0
Ground,Ghost,Dragon,8.5,14.0,22.5
Ground,Ghost,Dark,13.5,14.0,27.5
Ground,Ghost,Steel,23.0,14.0,37.0
Ground,Ghost,Fairy,13.5,14.0,27.5
Ground,Dragon,Dark,2.0,12.0,14.0
Ground,Dragon,Steel,17.5,12.0,29.5
Ground,Dragon,Fairy,9.0,12.0,21.0
Ground,Dark,Steel,16.5,14.0,30.5
Ground,Dark,Fairy,9.5,14.0,23.5
Ground,Steel,Fairy,23.0,14.0,37.0
Flying,Psychic,Bug,-3.75,6.0,2.25
Flying,Psychic,Rock,2.0,6.0,8.0
Flying,Psychic,Ghost,4.0,6.0,10.0
Flying,Psychic,Dragon,2.0,6.0,8.0
Flying,Psychic,Dark,2.0,6.0,8.0
Flying,Psychic,Steel,21.0,6.0,27.0
Flying,Psychic,Fairy,5.75,6.0,11.75
Flying,Bug,Rock,1.0,8.0,9.0
Flying,Bug,Ghost,4.0,8.0,12.0
Flying,Bug,Dragon,-0.75,8.0,7.25
Flying,Bug,Dark,2.5,8.0,10.5
Flying,Bug,Steel,18.25,8.0,26.25
Flying,Bug,Fairy,3.75,8.0,11.75
Flying,Rock,Ghost,9.0,10.0,19.0
Flying,Rock,Dragon,4.5,10.0,14.5
Flying,Rock,Dark,6.0,10.0,16.0
Flying,Rock,Steel,20.5,10.0,30.5
Flying,Rock,Fairy,8.5,10.0,18.5
Flying,Ghost,Dragon,10.0,10.0,20.0
Flying,Ghost,Dark,14.0,10.0,24.0
Flying,Ghost,Steel,25.25,10.0,35.25
Flying,Ghost,Fairy,11.75,10.0,21.75
Flying,Dragon,Dark,5.5,6.0,11.5
Flying,Dragon,Steel,23.25,6.0,29.25
Flying,Dragon,Fairy,11.5,6.0,17.5
Flying,Dark,Steel,23.5,10.0,33.5
Flying,Dark,Fairy,11.5,10.0,21.5
Flying,Steel,Fairy,27.25,8.0,35.25
Psychic,Bug,Rock,-4.0,8.0,4.0
Psychic,Bug,Ghost,0.0,8.0,8.0
Psychic,Bug,Dragon,-1.0,8.0,7.0
Psychic,Bug,Dark,-3.0,8.0,5.0
Psychic,Bug,Steel,14.0,8.0,22.0
Psychic,Bug,Fairy,1.75,8.0,9.75
Psychic,Rock,Ghost,-0.5,10.0,9.5
Psychic,Rock,Dragon,-2.5,10.0,7.5
Psychic,Rock,Dark,-5.0,10.0,5.0
Psychic,Rock,Steel,9.5,10.0,19.5
Psychic,Rock,Fairy,1.0,10.0,11.0
Psychic,Ghost,Dragon,4.0,6.0,10.0
Psychic,Ghost,Dark,6.0,6.0,12.0
Psychic,Ghost,Steel,17.5,6.0,23.5
Psychic,Ghost,Fairy,7.0,6.0,13.0
Psychic,Dragon,Dark,-2.0,4.0,2.0
Psychic,Dragon,Steel,17.0,4.0,21.0
Psychic,Dragon,Fairy,7.5,4.0,11.5
Psychic,Dark,Steel,14.0,6.0,20.0
Psychic,Dark,Fairy,4.0,6.0,10.0
Psychic,Steel,Fairy,21.5,8.0,29.5
Bug,Rock,Ghost,3.5,10.0,13.5
Bug,Rock,Dragon,0.0,10.0,10.0
Bug,Rock,Dark,0.0,10.0,10.0
Bug,Rock,Steel,13.5,10.0,23.5
Bug,Rock,Fairy,3.0,10.0,13.0
Bug,Ghost,Dragon,7.5,8.0,15.5
Bug,Ghost,Dark,10.0,8.0,18.0
Bug,Ghost,Steel,20.0,8.0,28.0
Bug,Ghost,Fairy,9.5,8.0,17.5
Bug,Dragon,Dark,2.5,4.0,6.5
Bug,Dragon,Steel,17.75,4.0,21.75
Bug,Dragon,Fairy,9.0,4.0,13.0
Bug,Dark,Steel,16.5,4.0,20.5
Bug,Dark,Fairy,7.5,4.0,11.5
Bug,Steel,Fairy,22.0,8.0,30.0
Rock,Ghost,Dragon,7.0,12.0,19.0
Rock,Ghost,Dark,9.5,12.0,21.5
Rock,Ghost,Steel,18.0,12.0,30.0
Rock,Ghost,Fairy,8.5,12.0,20.5
Rock,Dragon,Dark,-0.5,8.0,7.5
Rock,Dragon,Steel,13.0,8.0,21.0
Rock,Dragon,Fairy,6.5,8.0,14.5
Rock,Dark,Steel,18.0,10.0,28.0
Rock,Dark,Fairy,4.5,10.0,14.5
Rock,Steel,Fairy,17.5,10.0,27.5
Ghost,Dragon,Dark,13.0,6.0,19.0
Ghost,Dragon,Steel,25.0,6.0,31.0
Ghost,Dragon,Fairy,15.5,6.0,21.5
Ghost,Dark,Steel,26.0,2.0,28.0
Ghost,Dark,Fairy,16.0,2.0,18.0
Ghost,Steel,Fairy,25.75,10.0,35.75
Dragon,Dark,Steel,18.5,4.0,22.5
Dragon,Dark,Fairy,10.5,4.0,14.5
Dragon,Steel,Fairy,27.0,6.0,33.0
Dark,Steel,Fairy,23.5,10.0,33.5
